State,Year,Gender,Race,Deaths,Population,age_grp
Illinois,2014,F,White,80,639389,35-44
Illinois,2014,M,Black or African American,31,112948,35-44
Illinois,2014,M,White,154,659160,35-44
Illinois,2014,F,Black or African American,30,135942,45-54
Illinois,2014,F,White,75,708015,45-54
Illinois,2014,M,Black or African American,47,115614,45-54
Illinois,2014,M,White,129,710299,45-54
Illinois,2014,F,Black or African American,23,122552,55-64
Illinois,2014,F,White,37,669666,55-64
Illinois,2014,M,Black or African American,45,96311,55-64
Illinois,2014,M,White,70,648630,55-64
Indiana,1999,M,White,11,376621,25-34
Indiana,2000,M,White,10,433950,35-44
Indiana,2000,M,White,10,371970,45-54
Indiana,2001,M,White,12,401500,15-24
Indiana,2001,M,White,11,366482,25-34
Indiana,2001,F,White,10,427811,35-44
Indiana,2001,M,White,11,428851,35-44
Indiana,2002,M,White,16,422062,35-44
Indiana,2003,M,White,24,405047,15-24
Indiana,2003,F,White,10,349840,25-34
Indiana,2003,M,White,17,362003,25-34
Indiana,2003,F,White,12,412608,35-44
Indiana,2003,M,White,26,413786,35-44
Indiana,2003,M,White,12,397698,45-54
Indiana,2004,M,White,17,405847,15-24
Indiana,2004,M,White,19,359613,25-34
Indiana,2004,F,White,14,405239,35-44
Indiana,2004,M,White,29,408333,35-44
Indiana,2004,M,White,24,403241,45-54
Indiana,2005,M,White,24,407306,15-24
Indiana,2005,F,White,12,347810,25-34
Indiana,2005,M,White,25,358214,25-34
Indiana,2005,F,White,15,399873,35-44
Indiana,2005,M,White,21,402699,35-44
Indiana,2005,F,White,12,411459,45-54
Indiana,2005,M,White,28,409922,45-54
Indiana,2006,M,White,22,407770,15-24
Indiana,2006,F,White,10,347638,25-34
Indiana,2006,M,White,35,356433,25-34
Indiana,2006,F,White,14,394826,35-44
Indiana,2006,M,White,25,398700,35-44
Indiana,2006,F,White,21,418037,45-54
Indiana,2006,M,White,22,416065,45-54
Indiana,2007,M,White,35,406080,15-24
Indiana,2007,F,White,14,348270,25-34
Indiana,2007,M,White,45,357403,25-34
Indiana,2007,F,White,16,388410,35-44
Indiana,2007,M,White,43,393235,35-44
Indiana,2007,F,White,28,422448,45-54
Indiana,2007,M,White,20,419852,45-54
Indiana,2008,M,White,34,405922,15-24
Indiana,2008,F,White,14,350636,25-34
Indiana,2008,M,White,56,358242,25-34
Indiana,2008,F,White,22,380209,35-44
Indiana,2008,M,White,60,386171,35-44
Indiana,2008,F,White,27,425052,45-54
Indiana,2008,M,White,36,422077,45-54
Indiana,2008,M,White,12,322013,55-64
Indiana,2009,M,White,32,405052,15-24
Indiana,2009,F,White,18,351433,25-34
Indiana,2009,M,White,46,358999,25-34
Indiana,2009,F,White,27,371019,35-44
Indiana,2009,M,White,37,376708,35-44
Indiana,2009,F,White,35,426559,45-54
Indiana,2009,M,White,54,423107,45-54
Indiana,2009,F,White,15,349184,55-64
Indiana,2009,M,White,20,334123,55-64
Indiana,2010,M,White,29,403174,15-24
Indiana,2010,F,White,22,351856,25-34
Indiana,2010,M,White,57,359551,25-34
Indiana,2010,F,White,19,365501,35-44
Indiana,2010,M,White,32,370850,35-44
Indiana,2010,F,White,33,426062,45-54
Indiana,2010,M,White,38,422464,45-54
Indiana,2010,F,White,10,358523,55-64
Indiana,2010,M,White,15,343968,55-64
Indiana,2011,M,White,29,403664,15-24
Indiana,2011,F,White,29,355027,25-34
Indiana,2011,M,White,63,362490,25-34
Indiana,2011,F,White,25,359323,35-44
Indiana,2011,M,White,49,365181,35-44
Indiana,2011,F,White,44,419950,45-54
Indiana,2011,M,White,47,416503,45-54
Indiana,2011,F,White,20,373671,55-64
Indiana,2011,M,White,15,358465,55-64
Indiana,2012,F,White,16,388254,15-24
Indiana,2012,M,White,37,403321,15-24
Indiana,2012,F,White,26,354567,25-34
Indiana,2012,M,White,68,361691,25-34
Indiana,2012,F,White,23,355950,35-44
Indiana,2012,M,White,62,361905,35-44
Indiana,2012,F,White,30,412581,45-54
Indiana,2012,M,White,43,409145,45-54
Indiana,2012,F,White,12,376378,55-64
Indiana,2012,M,Black or African American,11,28180,55-64
Indiana,2012,M,White,17,362033,55-64
Indiana,2013,M,White,35,402588,15-24
Indiana,2013,F,White,19,356507,25-34
Indiana,2013,M,White,82,363174,25-34
Indiana,2013,F,White,23,354819,35-44
Indiana,2013,M,White,55,361340,35-44
Indiana,2013,F,White,31,404604,45-54
Indiana,2013,M,White,39,401514,45-54
Indiana,2013,F,White,13,382924,55-64
Indiana,2013,M,White,24,369052,55-64
Indiana,2014,F,White,19,388380,15-24
Indiana,2014,M,White,36,401628,15-24
Indiana,2014,F,White,34,356507,25-34
Indiana,2014,M,White,88,363103,25-34
Indiana,2014,F,White,32,353514,35-44
Indiana,2014,M,White,76,358747,35-44
Indiana,2014,F,White,36,397170,45-54
Indiana,2014,M,White,58,395033,45-54
Indiana,2014,F,White,18,388120,55-64
Indiana,2014,M,White,27,374043,55-64
Indiana,2014,M,White,11,232758,65-74
Iowa,2003,M,White,10,199491,35-44
Iowa,2005,M,White,11,166173,25-34
Iowa,2005,M,White,10,191823,35-44
Iowa,2005,F,White,18,208717,45-54
Iowa,2006,M,White,17,166743,25-34
Iowa,2006,F,White,12,186855,35-44
Iowa,2006,M,White,13,188346,35-44
Iowa,2006,M,White,16,212539,45-54
Iowa,2007,M,White,14,206839,15-24
Iowa,2007,M,White,11,170638,25-34
Iowa,2007,M,White,13,184065,35-44
Iowa,2007,F,White,18,212797,45-54
Iowa,2007,M,White,21,212293,45-54
Iowa,2008,M,White,12,205115,15-24
Iowa,2008,M,White,19,174372,25-34
Iowa,2008,F,White,17,176403,35-44
Iowa,2008,M,White,18,179083,35-44
Iowa,2008,F,White,17,213390,45-54
Iowa,2008,M,White,17,212398,45-54
Iowa,2009,M,White,10,202776,15-24
Iowa,2009,M,White,27,177800,25-34
Iowa,2009,F,White,15,171066,35-44
Iowa,2009,M,White,22,174186,35-44
Iowa,2009,F,White,14,212921,45-54
Iowa,2009,M,White,17,211738,45-54
Iowa,2010,M,White,10,200905,15-24
Iowa,2010,M,White,19,180046,25-34
Iowa,2010,F,White,16,168907,35-44
Iowa,2010,M,White,23,171926,35-44
Iowa,2010,F,White,25,211486,45-54
Iowa,2010,M,White,25,210060,45-54
Iowa,2011,M,White,15,201315,15-24
Iowa,2011,F,White,10,175131,25-34
Iowa,2011,M,White,27,182736,25-34
Iowa,2011,F,White,25,166283,35-44
Iowa,2011,M,White,12,169587,35-44
Iowa,2011,F,White,19,207155,45-54
Iowa,2011,M,White,24,206036,45-54
Iowa,2011,M,White,12,187988,55-64
Iowa,2012,M,White,24,182899,25-34
Iowa,2012,F,White,23,165198,35-44
Iowa,2012,M,White,21,168772,35-44
Iowa,2012,F,White,25,202425,45-54
Iowa,2012,M,White,22,201530,45-54
Iowa,2012,F,White,10,191399,55-64
Iowa,2012,M,White,14,189785,55-64
Iowa,2013,M,White,16,202651,15-24
Iowa,2013,F,White,13,174922,25-34
Iowa,2013,M,White,18,181748,25-34
Iowa,2013,F,White,27,165767,35-44
Iowa,2013,M,White,19,169369,35-44
Iowa,2013,F,White,24,197281,45-54
Iowa,2013,M,White,12,196735,45-54
Iowa,2013,F,White,14,194922,55-64
Iowa,2013,M,White,13,193397,55-64
Iowa,2014,M,White,14,202965,15-24
Iowa,2014,M,White,23,181426,25-34
Iowa,2014,F,White,16,165620,35-44
Iowa,2014,M,White,18,169670,35-44
Iowa,2014,F,White,22,192841,45-54
Iowa,2014,M,White,16,192602,45-54
Iowa,2014,F,White,11,197474,55-64
Iowa,2014,M,White,16,195699,55-64
Kansas,2000,M,White,11,190848,35-44
Kansas,2001,F,White,11,186710,35-44
Kansas,2002,M,White,17,181197,35-44
Kansas,2002,F,White,11,172748,45-54
Kansas,2002,M,White,17,174428,45-54
Kansas,2003,F,White,10,176891,35-44
Kansas,2003,M,White,15,175850,35-44
Kansas,2003,M,White,12,177169,45-54
Kansas,2004,M,White,13,152027,25-34
Kansas,2004,F,White,22,172602,35-44
Kansas,2004,M,White,24,172408,35-44
Kansas,2004,M,White,21,179404,45-54
Kansas,2005,M,White,10,150054,25-34
Kansas,2005,F,White,16,168988,35-44
Kansas,2005,M,White,21,169202,35-44
Kansas,2005,F,White,12,182669,45-54
Kansas,2005,M,White,23,181731,45-54
Kansas,2006,M,White,15,152977,25-34
Kansas,2006,F,White,15,165037,35-44
Kansas,2006,M,White,14,165994,35-44
Kansas,2006,F,White,18,185178,45-54
Kansas,2006,M,White,20,182923,45-54
Kansas,2007,M,White,16,155874,25-34
Kansas,2007,F,White,11,161194,35-44
Kansas,2007,M,White,17,162423,35-44
Kansas,2007,F,White,16,187060,45-54
Kansas,2007,M,White,22,184270,45-54
Kansas,2008,M,White,11,160574,25-34
Kansas,2008,M,White,12,159109,35-44
Kansas,2008,F,White,20,187694,45-54
Kansas,2008,M,White,10,184118,45-54
Kansas,2009,M,White,14,182883,15-24
Kansas,2009,F,White,10,159264,25-34
Kansas,2009,M,White,15,164398,25-34
Kansas,2009,F,White,15,153155,35-44
Kansas,2009,M,White,28,155720,35-44
Kansas,2009,F,White,20,187225,45-54
Kansas,2009,M,White,21,183952,45-54
Kansas,2009,F,White,11,149907,55-64
Kansas,2010,M,White,11,181676,15-24
Kansas,2010,M,White,13,167652,25-34
Kansas,2010,M,White,18,154114,35-44
Kansas,2010,F,White,15,185865,45-54
Kansas,2010,M,White,17,182348,45-54
Kansas,2011,M,White,18,169996,25-34
Kansas,2011,M,White,17,152163,35-44
Kansas,2011,F,White,12,181953,45-54
Kansas,2011,M,White,17,178670,45-54
Kansas,2012,M,White,19,184628,15-24
Kansas,2012,M,White,28,171750,25-34
Kansas,2012,F,White,19,149129,35-44
Kansas,2012,M,White,21,151910,35-44
Kansas,2012,F,White,23,176973,45-54
Kansas,2012,M,White,21,173837,45-54
Kansas,2013,M,White,22,171595,25-34
Kansas,2013,F,White,21,148955,35-44
Kansas,2013,M,White,15,152289,35-44
Kansas,2013,F,White,18,170567,45-54
Kansas,2013,M,White,22,168332,45-54
Kansas,2013,F,White,10,166433,55-64
Kansas,2013,M,White,11,161543,55-64
Kansas,2014,M,White,13,186400,15-24
Kansas,2014,F,White,11,163476,25-34
Kansas,2014,M,White,28,170724,25-34
Kansas,2014,F,White,12,148931,35-44
Kansas,2014,M,White,13,152416,35-44
Kansas,2014,F,White,22,166436,45-54
Kansas,2014,M,White,20,164749,45-54
Kansas,2014,F,White,15,169251,55-64
Kansas,2014,M,White,16,163449,55-64
Kentucky,1999,M,White,12,259218,25-34
Kentucky,1999,M,White,15,290492,35-44
Kentucky,2000,M,White,10,261076,15-24
Kentucky,2000,M,White,21,257789,25-34
Kentucky,2000,M,White,24,290580,35-44
Kentucky,2001,M,White,14,264487,15-24
Kentucky,2001,F,White,13,249581,25-34
Kentucky,2001,M,White,23,252573,25-34
Kentucky,2001,F,White,17,293069,35-44
Kentucky,2001,M,White,34,287982,35-44
Kentucky,2001,F,White,11,271415,45-54
Kentucky,2001,M,White,19,264250,45-54
Kentucky,2002,M,White,21,265260,15-24
Kentucky,2002,F,White,13,247157,25-34
Kentucky,2002,M,White,35,249845,25-34
Kentucky,2002,F,White,22,288888,35-44
Kentucky,2002,M,White,45,284302,35-44
Kentucky,2002,M,White,16,266104,45-54
Kentucky,2003,M,White,27,264131,15-24
Kentucky,2003,F,White,12,246484,25-34
Kentucky,2003,M,White,31,248388,25-34
Kentucky,2003,F,White,31,284623,35-44
Kentucky,2003,M,White,53,279764,35-44
Kentucky,2003,F,White,27,278118,45-54
Kentucky,2003,M,White,33,270270,45-54
Kentucky,2004,M,White,28,265422,15-24
Kentucky,2004,F,White,25,245073,25-34
Kentucky,2004,M,White,31,249312,25-34
Kentucky,2004,F,White,21,280652,35-44
Kentucky,2004,M,White,43,278323,35-44
Kentucky,2004,F,White,15,281335,45-54
Kentucky,2004,M,White,40,272939,45-54
Kentucky,2005,M,White,32,265654,15-24
Kentucky,2005,F,White,16,246300,25-34
Kentucky,2005,M,White,60,249779,25-34
Kentucky,2005,F,White,25,277602,35-44
Kentucky,2005,M,White,46,275364,35-44
Kentucky,2005,F,White,37,285370,45-54
Kentucky,2005,M,White,46,277299,45-54
Kentucky,2005,M,White,10,208483,55-64
Kentucky,2006,F,White,12,251671,15-24
Kentucky,2006,M,White,37,261932,15-24
Kentucky,2006,F,White,22,247317,25-34
Kentucky,2006,M,White,76,248848,25-34
Kentucky,2006,F,White,33,276008,35-44
Kentucky,2006,M,White,53,274262,35-44
Kentucky,2006,F,White,29,290109,45-54
Kentucky,2006,M,White,35,281638,45-54
Kentucky,2007,F,White,10,251954,15-24
Kentucky,2007,M,White,30,264120,15-24
Kentucky,2007,F,White,26,246995,25-34
Kentucky,2007,M,White,85,250098,25-34
Kentucky,2007,F,White,28,271907,35-44
Kentucky,2007,M,White,50,272918,35-44
Kentucky,2007,F,White,28,292921,45-54
Kentucky,2007,M,White,46,283321,45-54
Kentucky,2007,F,White,12,236330,55-64
Kentucky,2007,M,White,13,223536,55-64
Kentucky,2008,M,White,33,261853,15-24
Kentucky,2008,F,White,38,248356,25-34
Kentucky,2008,M,White,55,249503,25-34
Kentucky,2008,F,White,30,267857,35-44
Kentucky,2008,M,White,74,268313,35-44
Kentucky,2008,F,White,33,295750,45-54
Kentucky,2008,M,White,59,286395,45-54
Kentucky,2008,F,White,11,243190,55-64
Kentucky,2008,M,White,12,230087,55-64
Kentucky,2009,F,White,10,251686,15-24
Kentucky,2009,M,White,21,262122,15-24
Kentucky,2009,F,White,20,248253,25-34
Kentucky,2009,M,White,75,252566,25-34
Kentucky,2009,F,White,43,261855,35-44
Kentucky,2009,M,White,79,263546,35-44
Kentucky,2009,F,White,48,296936,45-54
Kentucky,2009,M,White,83,287805,45-54
Kentucky,2009,F,White,17,250226,55-64
Kentucky,2009,M,White,22,236548,55-64
Kentucky,2010,F,White,15,252073,15-24
Kentucky,2010,M,White,29,261807,15-24
Kentucky,2010,F,White,41,248692,25-34
Kentucky,2010,M,White,104,252889,25-34
Kentucky,2010,F,White,62,258298,35-44
Kentucky,2010,M,White,116,260160,35-44
Kentucky,2010,F,White,49,297072,45-54
Kentucky,2010,M,White,107,288400,45-54
Kentucky,2010,F,White,16,256807,55-64
Kentucky,2010,M,White,26,242565,55-64
Kentucky,2011,F,White,10,252932,15-24
Kentucky,2011,M,White,33,262779,15-24
Kentucky,2011,F,White,51,249974,25-34
Kentucky,2011,M,White,101,253911,25-34
Kentucky,2011,F,White,76,254886,35-44
Kentucky,2011,M,White,120,256200,35-44
Kentucky,2011,F,White,71,293632,45-54
Kentucky,2011,M,White,118,285640,45-54
Kentucky,2011,F,White,25,266366,55-64
Kentucky,2011,M,White,34,251376,55-64
Kentucky,2012,F,White,13,251864,15-24
Kentucky,2012,M,White,37,263374,15-24
Kentucky,2012,F,White,50,248333,25-34
Kentucky,2012,M,White,96,252992,25-34
Kentucky,2012,F,White,57,252369,35-44
Kentucky,2012,M,White,94,253812,35-44
Kentucky,2012,F,White,86,288252,45-54
Kentucky,2012,M,White,124,280904,45-54
Kentucky,2012,F,White,39,266825,55-64
Kentucky,2012,M,White,43,251378,55-64
Kentucky,2013,F,White,17,252467,15-24
Kentucky,2013,M,White,37,263840,15-24
Kentucky,2013,F,White,43,247441,25-34
Kentucky,2013,M,White,103,250286,25-34
Kentucky,2013,F,White,57,251465,35-44
Kentucky,2013,M,White,107,252563,35-44
Kentucky,2013,F,White,75,284538,45-54
Kentucky,2013,M,White,104,277278,45-54
Kentucky,2013,F,White,28,270476,55-64
Kentucky,2013,M,White,57,254450,55-64
Kentucky,2014,F,White,17,253227,15-24
Kentucky,2014,M,White,31,265255,15-24
Kentucky,2014,F,White,48,248050,25-34
Kentucky,2014,M,White,119,250080,25-34
Kentucky,2014,F,White,63,249176,35-44
Kentucky,2014,M,White,113,250445,35-44
Kentucky,2014,F,White,72,280315,45-54
Kentucky,2014,M,White,108,273174,45-54
Kentucky,2014,F,White,45,273343,55-64
Kentucky,2014,M,White,68,256307,55-64
Kentucky,2014,F,White,11,191222,65-74
Louisiana,1999,M,White,12,234319,35-44
Louisiana,2000,M,White,10,195746,25-34
Louisiana,2000,M,White,11,231902,35-44
Louisiana,2001,M,White,12,211819,15-24
Louisiana,2001,M,White,13,190954,25-34
Louisiana,2001,M,White,16,227477,35-44
Louisiana,2002,M,White,13,213072,15-24
Louisiana,2002,M,White,22,190109,25-34
Louisiana,2002,M,White,19,222481,35-44
Louisiana,2003,M,White,16,212386,15-24
Louisiana,2003,M,White,22,189193,25-34
Louisiana,2003,F,White,11,217307,35-44
Louisiana,2003,M,White,28,217474,35-44
Louisiana,2003,M,White,16,214771,45-54
Louisiana,2004,M,White,25,213412,15-24
Louisiana,2004,F,White,13,185711,25-34
Louisiana,2004,M,White,22,191433,25-34
Louisiana,2004,F,White,12,213566,35-44
Louisiana,2004,M,White,26,214924,35-44
Louisiana,2004,F,White,12,218060,45-54
Louisiana,2004,M,White,14,218180,45-54
Louisiana,2005,M,White,22,211736,15-24
Louisiana,2005,M,White,30,192846,25-34
Louisiana,2005,M,White,33,211393,35-44
Louisiana,2005,F,White,14,221293,45-54
Louisiana,2005,M,White,25,221141,45-54
Louisiana,2006,M,White,28,200431,15-24
Louisiana,2006,F,White,22,178976,25-34
Louisiana,2006,M,White,30,184647,25-34
Louisiana,2006,F,White,11,197942,35-44
Louisiana,2006,M,White,28,199828,35-44
Louisiana,2006,F,White,14,216455,45-54
Louisiana,2006,M,White,24,216561,45-54
Louisiana,2007,M,White,23,200689,15-24
Louisiana,2007,F,White,12,181493,25-34
Louisiana,2007,M,White,47,188178,25-34
Louisiana,2007,F,White,17,194147,35-44
Louisiana,2007,M,White,32,197268,35-44
Louisiana,2007,F,White,18,218720,45-54
Louisiana,2007,M,White,25,218365,45-54
Louisiana,2008,M,White,12,198985,15-24
Louisiana,2008,M,White,15,192623,25-34
Louisiana,2008,M,White,19,193309,35-44
Louisiana,2008,F,White,13,220400,45-54
Louisiana,2008,M,White,23,219220,45-54
Louisiana,2009,M,White,21,199143,25-34
Louisiana,2009,M,White,21,189879,35-44
Louisiana,2009,F,White,13,220939,45-54
Louisiana,2009,M,White,22,219562,45-54
Louisiana,2010,M,White,24,203988,25-34
Louisiana,2010,F,White,13,183035,35-44
Louisiana,2010,M,White,17,188757,35-44
Louisiana,2010,F,White,14,220236,45-54
Louisiana,2010,M,White,15,219281,45-54
Louisiana,2011,M,White,15,207374,25-34
Louisiana,2011,F,White,20,216373,45-54
Louisiana,2011,M,White,18,215534,45-54
Louisiana,2012,M,White,12,195456,15-24
Louisiana,2012,F,White,13,198973,25-34
Louisiana,2012,M,White,32,210320,25-34
Louisiana,2012,M,White,21,185944,35-44
Louisiana,2012,F,White,10,212024,45-54
Louisiana,2012,M,White,18,211090,45-54
Louisiana,2012,M,White,16,191789,55-64
Louisiana,2013,M,White,17,194049,15-24
Louisiana,2013,F,White,15,202219,25-34
Louisiana,2013,M,Black or African American,11,107802,25-34
Louisiana,2013,M,White,45,212703,25-34
Louisiana,2013,F,White,22,180147,35-44
Louisiana,2013,M,White,39,186474,35-44
Louisiana,2013,F,White,14,208128,45-54
Louisiana,2013,M,White,28,207296,45-54
Louisiana,2013,F,White,18,201616,55-64
Louisiana,2013,M,White,16,194239,55-64
Louisiana,2014,M,White,18,191952,15-24
Louisiana,2014,F,White,14,205413,25-34
Louisiana,2014,M,White,48,213680,25-34
Louisiana,2014,F,White,20,180562,35-44
Louisiana,2014,M,Black or African American,13,83543,35-44
Louisiana,2014,M,White,27,186279,35-44
Louisiana,2014,F,White,17,204445,45-54
Louisiana,2014,M,White,33,203558,45-54
Louisiana,2014,F,White,12,204374,55-64
Louisiana,2014,M,White,28,196990,55-64
Maine,1999,M,White,11,102520,35-44
Maine,2000,M,White,11,75153,25-34
Maine,2001,M,White,10,72552,25-34
Maine,2001,M,White,13,101192,35-44
Maine,2002,F,White,10,74531,25-34
Maine,2002,M,White,19,71688,25-34
Maine,2002,F,White,11,104185,35-44
Maine,2002,M,White,17,99739,35-44
Maine,2003,M,White,10,83788,15-24
Maine,2003,M,White,15,71103,25-34
Maine,2003,M,White,16,97894,35-44
Maine,2003,M,White,14,100744,45-54
Maine,2004,M,White,13,84541,15-24
Maine,2004,M,White,18,70046,25-34
Maine,2004,F,White,12,100354,35-44
Maine,2004,M,White,18,96078,35-44
Maine,2004,M,White,11,102268,45-54
Maine,2005,M,White,14,85383,15-24
Maine,2005,M,White,23,68832,25-34
Maine,2005,F,White,11,98194,35-44
Maine,2005,M,White,19,94367,35-44
Maine,2005,F,White,15,107302,45-54
Maine,2006,M,White,13,85421,15-24
Maine,2006,M,White,15,67843,25-34
Maine,2006,M,White,19,92623,35-44
Maine,2006,M,White,12,103986,45-54
Maine,2007,M,White,11,84592,15-24
Maine,2007,M,White,28,67874,25-34
Maine,2007,M,White,12,89908,35-44
Maine,2007,F,White,11,109342,45-54
Maine,2007,M,White,11,105056,45-54
Maine,2008,M,White,22,68233,25-34
Maine,2008,F,White,12,90012,35-44
Maine,2008,M,White,13,87124,35-44
Maine,2008,F,White,20,109934,45-54
Maine,2008,M,White,17,105264,45-54
Maine,2009,M,White,21,68359,25-34
Maine,2009,M,White,18,83714,35-44
Maine,2009,F,White,20,109415,45-54
Maine,2009,M,White,20,104838,45-54
Maine,2010,M,White,18,68659,25-34
Maine,2010,M,White,11,81165,35-44
Maine,2010,F,White,10,108958,45-54
Maine,2010,M,White,16,104307,45-54
Maine,2011,M,White,12,69509,25-34
Maine,2011,M,White,17,78138,35-44
Maine,2011,M,White,11,102622,45-54
Maine,2012,M,White,18,70034,25-34
Maine,2012,M,White,19,76115,35-44
Maine,2012,F,White,15,104422,45-54
Maine,2012,M,White,18,100042,45-54
Maine,2013,M,White,21,71401,25-34
Maine,2013,F,White,15,77167,35-44
Maine,2013,M,White,23,74582,35-44
Maine,2013,F,White,10,101994,45-54
Maine,2013,M,White,13,97646,45-54
Maine,2013,F,White,10,103064,55-64
Maine,2013,M,White,10,97012,55-64
Maine,2014,F,White,15,72983,25-34
Maine,2014,M,White,37,72160,25-34
Maine,2014,F,White,12,75682,35-44
Maine,2014,M,White,25,73234,35-44
Maine,2014,F,White,17,99359,45-54
Maine,2014,M,White,27,95279,45-54
Maine,2014,M,White,14,97775,55-64
Maryland,1999,M,White,24,209124,15-24
Maryland,1999,F,Black or African American,13,129488,25-34
Maryland,1999,F,White,10,241255,25-34
Maryland,1999,M,Black or African American,38,110297,25-34
Maryland,1999,M,White,52,240230,25-34
Maryland,1999,F,Black or African American,27,142272,35-44
Maryland,1999,F,White,19,304611,35-44
Maryland,1999,M,Black or African American,88,119217,35-44
Maryland,1999,M,White,87,302300,35-44
Maryland,1999,M,Black or African American,58,84389,45-54
Maryland,1999,M,White,35,253287,45-54
Maryland,2000,M,White,26,212280,15-24
Maryland,2000,M,Black or African American,33,108064,25-34
Maryland,2000,M,White,35,233146,25-34
Maryland,2000,F,Black or African American,30,144359,35-44
Maryland,2000,F,White,22,304354,35-44
Maryland,2000,M,Black or African American,83,121211,35-44
Maryland,2000,M,White,93,301583,35-44
Maryland,2000,F,Black or African American,14,109314,45-54
Maryland,2000,M,Black or African American,50,87255,45-54
Maryland,2000,M,White,42,259066,45-54
Maryland,2001,M,White,25,219776,15-24
Maryland,2001,F,Black or African American,10,125627,25-34
Maryland,2001,F,White,10,228126,25-34
Maryland,2001,M,Black or African American,21,105582,25-34
Maryland,2001,M,White,49,226434,25-34
Maryland,2001,F,Black or African American,23,147440,35-44
Maryland,2001,F,White,21,301993,35-44
Maryland,2001,M,Black or African American,90,123730,35-44
Maryland,2001,M,White,86,298498,35-44
Maryland,2001,F,Black or African American,12,116061,45-54
Maryland,2001,M,Black or African American,48,92434,45-54
Maryland,2001,M,White,50,268185,45-54
Maryland,2002,F,White,13,213096,15-24
Maryland,2002,M,White,35,225411,15-24
Maryland,2002,F,Black or African American,14,125791,25-34
Maryland,2002,F,White,13,224027,25-34
Maryland,2002,M,Black or African American,21,104820,25-34
Maryland,2002,M,White,48,223405,25-34
Maryland,2002,F,Black or African American,29,149108,35-44
Maryland,2002,F,White,26,298236,35-44
Maryland,2002,M,Black or African American,72,124718,35-44
Maryland,2002,M,White,92,293709,35-44
Maryland,2002,F,Black or African American,18,120342,45-54
Maryland,2002,F,White,25,275607,45-54
Maryland,2002,M,Black or African American,61,95768,45-54
Maryland,2002,M,White,38,268561,45-54
Maryland,2002,M,White,16,182840,55-64
Maryland,2003,F,White,12,217125,15-24
Maryland,2003,M,White,44,230541,15-24
Maryland,2003,F,White,16,221111,25-34
Maryland,2003,M,Black or African American,14,104435,25-34
Maryland,2003,M,White,60,220979,25-34
Maryland,2003,F,Black or African American,29,149917,35-44
Maryland,2003,F,White,29,292627,35-44
Maryland,2003,M,Black or African American,60,124942,35-44
Maryland,2003,M,White,94,287711,35-44
Maryland,2003,F,Black or African American,23,124145,45-54
Maryland,2003,F,White,27,278657,45-54
Maryland,2003,M,Black or African American,54,99019,45-54
Maryland,2003,M,White,52,271306,45-54
Maryland,2003,M,Black or African American,12,58646,55-64
Maryland,2004,M,White,24,234429,15-24
Maryland,2004,F,White,19,217823,25-34
Maryland,2004,M,Black or African American,17,104824,25-34
Maryland,2004,M,White,49,219306,25-34
Maryland,2004,F,Black or African American,21,149937,35-44
Maryland,2004,F,White,29,287010,35-44
Maryland,2004,M,Black or African American,48,124850,35-44
Maryland,2004,M,White,84,280923,35-44
Maryland,2004,F,Black or African American,14,127820,45-54
Maryland,2004,F,White,32,281707,45-54
Maryland,2004,M,Black or African American,44,102495,45-54
Maryland,2004,M,White,57,274710,45-54
Maryland,2005,M,White,30,239853,15-24
Maryland,2005,F,White,17,215980,25-34
Maryland,2005,M,Black or African American,10,105610,25-34
Maryland,2005,M,White,54,217923,25-34
Maryland,2005,F,Black or African American,27,149926,35-44
Maryland,2005,F,White,41,280717,35-44
Maryland,2005,M,Black or African American,31,124828,35-44
Maryland,2005,M,White,78,274846,35-44
Maryland,2005,F,Black or African American,17,131472,45-54
Maryland,2005,F,White,15,285006,45-54
Maryland,2005,M,Black or African American,51,106561,45-54
Maryland,2005,M,White,65,278321,45-54
Maryland,2005,M,Black or African American,10,65647,55-64
Maryland,2005,M,White,15,204258,55-64
Maryland,2006,F,White,15,225319,15-24
Maryland,2006,M,White,53,243189,15-24
Maryland,2006,F,White,16,214975,25-34
Maryland,2006,M,Black or African American,12,105776,25-34
Maryland,2006,M,White,53,218309,25-34
Maryland,2006,F,Black or African American,20,150005,35-44
Maryland,2006,F,White,30,272935,35-44
Maryland,2006,M,Black or African American,49,124887,35-44
Maryland,2006,M,White,69,267419,35-44
Maryland,2006,F,Black or African American,17,134552,45-54
Maryland,2006,F,White,33,287676,45-54
Maryland,2006,M,Black or African American,59,110114,45-54
Maryland,2006,M,White,74,281029,45-54
Maryland,2006,M,Black or African American,15,68886,55-64
Maryland,2006,M,White,12,209989,55-64
Maryland,2007,F,White,10,227010,15-24
Maryland,2007,M,White,47,244529,15-24
Maryland,2007,F,White,28,213296,25-34
Maryland,2007,M,White,68,218919,25-34
Maryland,2007,F,Black or African American,21,148311,35-44
Maryland,2007,F,White,31,264005,35-44
Maryland,2007,M,Black or African American,42,123740,35-44
Maryland,2007,M,White,88,258697,35-44
Maryland,2007,F,Black or African American,24,138040,45-54
Maryland,2007,F,White,43,289621,45-54
Maryland,2007,M,Black or African American,59,113103,45-54
Maryland,2007,M,White,69,282918,45-54
Maryland,2007,M,Black or African American,14,71753,55-64
Maryland,2007,M,White,16,214916,55-64
Maryland,2008,F,White,10,226089,15-24
Maryland,2008,M,White,44,243558,15-24
Maryland,2008,F,White,18,215627,25-34
