State,Year,Gender,Race,Deaths,Population,age_grp
Alabama,2000,F,White,10,248709,35-44
Alabama,2000,M,White,11,251014,35-44
Alabama,2001,M,White,12,247372,35-44
Alabama,2002,M,White,11,242919,35-44
Alabama,2002,F,White,10,235189,45-54
Alabama,2003,M,White,10,239017,35-44
Alabama,2004,M,White,15,219849,15-24
Alabama,2004,M,White,14,236652,35-44
Alabama,2004,M,White,15,235425,45-54
Alabama,2005,M,White,13,221256,15-24
Alabama,2005,M,White,12,207085,25-34
Alabama,2005,M,White,10,234481,35-44
Alabama,2005,M,White,18,238988,45-54
Alabama,2006,M,White,14,222818,15-24
Alabama,2006,M,White,17,207154,25-34
Alabama,2006,F,White,18,230972,35-44
Alabama,2006,M,White,13,233999,35-44
Alabama,2006,F,White,13,246393,45-54
Alabama,2006,M,White,15,242960,45-54
Alabama,2007,M,White,28,224273,15-24
Alabama,2007,F,White,12,201731,25-34
Alabama,2007,M,White,24,206850,25-34
Alabama,2007,F,White,17,228870,35-44
Alabama,2007,M,White,22,232053,35-44
Alabama,2007,F,White,17,249100,45-54
Alabama,2007,M,White,15,246065,45-54
Alabama,2008,M,White,15,225868,15-24
Alabama,2008,F,White,14,202361,25-34
Alabama,2008,M,White,39,208129,25-34
Alabama,2008,F,White,29,225810,35-44
Alabama,2008,M,White,25,228887,35-44
Alabama,2008,F,White,20,251274,45-54
Alabama,2008,M,White,19,248457,45-54
Alabama,2009,M,White,17,227585,15-24
Alabama,2009,F,White,17,203918,25-34
Alabama,2009,M,White,37,209864,25-34
Alabama,2009,F,White,22,221942,35-44
Alabama,2009,M,White,28,226271,35-44
Alabama,2009,F,White,29,252180,45-54
Alabama,2009,M,White,22,250542,45-54
Alabama,2010,M,White,11,227918,15-24
Alabama,2010,F,White,17,204528,25-34
Alabama,2010,M,White,42,210492,25-34
Alabama,2010,F,White,18,218975,35-44
Alabama,2010,M,White,25,222558,35-44
Alabama,2010,F,White,19,252403,45-54
Alabama,2010,M,White,22,250831,45-54
Alabama,2011,M,White,13,227453,15-24
Alabama,2011,F,White,14,206377,25-34
Alabama,2011,M,White,25,211472,25-34
Alabama,2011,F,White,12,214663,35-44
Alabama,2011,M,White,25,217046,35-44
Alabama,2011,F,White,31,249168,45-54
Alabama,2011,M,White,23,246852,45-54
Alabama,2012,M,White,11,225836,15-24
Alabama,2012,F,White,13,206788,25-34
Alabama,2012,M,White,24,211611,25-34
Alabama,2012,F,White,12,213202,35-44
Alabama,2012,M,White,28,215438,35-44
Alabama,2012,F,White,18,244754,45-54
Alabama,2012,M,White,23,242514,45-54
Alabama,2013,M,White,13,225800,15-24
Alabama,2013,F,White,15,207617,25-34
Alabama,2013,M,White,33,211864,25-34
Alabama,2013,F,White,11,212735,35-44
Alabama,2013,M,White,19,214464,35-44
Alabama,2013,F,White,15,240989,45-54
Alabama,2013,M,White,18,239311,45-54
Alabama,2013,M,White,11,223435,55-64
Alabama,2014,M,White,16,222839,15-24
Alabama,2014,F,White,23,209459,25-34
Alabama,2014,M,White,40,212565,25-34
Alabama,2014,F,White,18,210863,35-44
Alabama,2014,M,White,31,211753,35-44
Alabama,2014,F,White,30,237891,45-54
Alabama,2014,M,White,33,236505,45-54
Alabama,2014,F,White,17,237390,55-64
Alabama,2014,M,White,26,224776,55-64
Alaska,2008,M,White,10,36239,25-34
Alaska,2008,M,White,12,36495,35-44
Alaska,2008,M,White,12,45316,45-54
Alaska,2009,F,White,10,41049,45-54
Alaska,2009,M,White,14,45671,45-54
Alaska,2010,M,White,11,44864,45-54
Alaska,2011,M,White,13,43801,45-54
Alaska,2012,M,White,10,39421,15-24
Alaska,2012,M,White,14,42227,25-34
Alaska,2012,M,White,10,42025,45-54
Alaska,2013,M,White,13,44285,25-34
Alaska,2013,M,White,13,34698,35-44
Alaska,2014,M,White,11,45720,25-34
Arizona,1999,F,White,11,309150,25-34
Arizona,1999,M,White,34,336511,25-34
Arizona,1999,F,White,14,333472,35-44
Arizona,1999,M,White,69,342180,35-44
Arizona,1999,F,White,11,279577,45-54
Arizona,1999,M,White,50,269979,45-54
Arizona,2000,M,White,12,329792,15-24
Arizona,2000,M,White,26,339294,25-34
Arizona,2000,F,White,18,336036,35-44
Arizona,2000,M,White,57,345305,35-44
Arizona,2000,F,White,22,289648,45-54
Arizona,2000,M,White,56,279981,45-54
Arizona,2000,M,White,11,195435,55-64
Arizona,2001,M,White,12,341163,15-24
Arizona,2001,M,White,29,339972,25-34
Arizona,2001,F,White,25,338716,35-44
Arizona,2001,M,White,60,348071,35-44
Arizona,2001,F,White,21,305634,45-54
Arizona,2001,M,White,66,295236,45-54
Arizona,2002,M,White,18,348423,15-24
Arizona,2002,F,White,15,315988,25-34
Arizona,2002,M,White,29,343763,25-34
Arizona,2002,F,White,28,339381,35-44
Arizona,2002,M,White,72,348531,35-44
Arizona,2002,F,White,31,312815,45-54
Arizona,2002,M,White,65,302177,45-54
Arizona,2002,F,White,10,239866,55-64
Arizona,2002,M,White,10,219533,55-64
Arizona,2003,M,White,26,352708,15-24
Arizona,2003,F,White,15,320015,25-34
Arizona,2003,M,White,32,345885,25-34
Arizona,2003,F,White,36,338860,35-44
Arizona,2003,M,White,60,347874,35-44
Arizona,2003,F,White,27,321635,45-54
Arizona,2003,M,White,67,309955,45-54
Arizona,2003,F,White,20,254388,55-64
Arizona,2004,M,White,32,358943,15-24
Arizona,2004,F,White,11,326752,25-34
Arizona,2004,M,White,32,351426,25-34
Arizona,2004,F,White,23,340932,35-44
Arizona,2004,M,White,62,350817,35-44
Arizona,2004,F,White,42,331210,45-54
Arizona,2004,M,White,72,318668,45-54
Arizona,2004,F,White,16,269415,55-64
Arizona,2004,M,White,14,246607,55-64
Arizona,2005,M,White,28,366377,15-24
Arizona,2005,F,White,22,336776,25-34
Arizona,2005,M,White,35,358661,25-34
Arizona,2005,F,White,31,346451,35-44
Arizona,2005,M,White,54,356780,35-44
Arizona,2005,F,White,58,343113,45-54
Arizona,2005,M,White,70,330814,45-54
Arizona,2005,F,White,12,286341,55-64
Arizona,2005,M,White,18,262418,55-64
Arizona,2006,F,White,11,344834,15-24
Arizona,2006,M,White,39,373902,15-24
Arizona,2006,F,White,15,346502,25-34
Arizona,2006,M,White,52,366623,25-34
Arizona,2006,F,White,41,351504,35-44
Arizona,2006,M,White,66,363129,35-44
Arizona,2006,F,White,57,354488,45-54
Arizona,2006,M,White,74,341745,45-54
Arizona,2006,F,White,23,302819,55-64
Arizona,2006,M,White,26,277465,55-64
Arizona,2007,F,White,16,351441,15-24
Arizona,2007,M,White,39,380508,15-24
Arizona,2007,F,White,19,350471,25-34
Arizona,2007,M,White,58,369557,25-34
Arizona,2007,F,White,43,352300,35-44
Arizona,2007,M,White,63,363040,35-44
Arizona,2007,F,White,46,362401,45-54
Arizona,2007,M,White,88,350920,45-54
Arizona,2007,F,White,18,314861,55-64
Arizona,2007,M,White,23,288619,55-64
Arizona,2008,M,White,46,384411,15-24
Arizona,2008,F,White,27,352037,25-34
Arizona,2008,M,White,49,370427,25-34
Arizona,2008,F,White,39,350166,35-44
Arizona,2008,M,White,68,361098,35-44
Arizona,2008,F,White,60,368502,45-54
Arizona,2008,M,White,88,357586,45-54
Arizona,2008,F,White,29,324123,55-64
Arizona,2008,M,White,33,296673,55-64
Arizona,2009,F,White,13,360042,15-24
Arizona,2009,M,White,61,384290,15-24
Arizona,2009,F,White,31,351015,25-34
Arizona,2009,M,White,91,367937,25-34
Arizona,2009,F,White,45,346252,35-44
Arizona,2009,M,White,59,356397,35-44
Arizona,2009,F,White,86,370830,45-54
Arizona,2009,M,White,97,360915,45-54
Arizona,2009,F,White,36,334305,55-64
Arizona,2009,M,White,33,304991,55-64
Arizona,2010,F,White,17,361142,15-24
Arizona,2010,M,White,62,384067,15-24
Arizona,2010,F,White,41,349126,25-34
Arizona,2010,M,White,82,364994,25-34
Arizona,2010,F,White,42,343924,35-44
Arizona,2010,M,White,66,353560,35-44
Arizona,2010,F,White,76,372412,45-54
Arizona,2010,M,White,77,362569,45-54
Arizona,2010,F,White,48,343676,55-64
Arizona,2010,M,White,49,313906,55-64
Arizona,2011,F,White,14,363581,15-24
Arizona,2011,M,White,59,389070,15-24
Arizona,2011,F,White,34,352462,25-34
Arizona,2011,M,White,82,371728,25-34
Arizona,2011,F,White,40,342631,35-44
Arizona,2011,M,White,56,351672,35-44
Arizona,2011,F,White,57,370257,45-54
Arizona,2011,M,White,74,362411,45-54
Arizona,2011,F,White,51,356696,55-64
Arizona,2011,M,White,39,325236,55-64
Arizona,2011,F,White,11,253003,65-74
Arizona,2012,F,White,14,365805,15-24
Arizona,2012,M,White,38,390595,15-24
Arizona,2012,F,White,30,352764,25-34
Arizona,2012,M,White,69,373064,25-34
Arizona,2012,F,White,44,343002,35-44
Arizona,2012,M,White,53,351845,35-44
Arizona,2012,F,White,48,366732,45-54
Arizona,2012,M,White,76,360138,45-54
Arizona,2012,F,White,38,359450,55-64
Arizona,2012,M,White,47,327428,55-64
Arizona,2013,F,White,17,370679,15-24
Arizona,2013,M,White,48,394845,15-24
Arizona,2013,F,White,29,351867,25-34
Arizona,2013,M,White,74,374252,25-34
Arizona,2013,F,White,46,343447,35-44
Arizona,2013,M,White,48,351410,35-44
Arizona,2013,F,White,53,363318,45-54
Arizona,2013,M,White,72,358518,45-54
Arizona,2013,F,White,40,363780,55-64
Arizona,2013,M,White,39,331106,55-64
Arizona,2013,F,White,10,286812,65-74
Arizona,2014,F,White,14,374316,15-24
Arizona,2014,M,White,37,396426,15-24
Arizona,2014,F,White,37,357099,25-34
Arizona,2014,M,White,86,379026,25-34
Arizona,2014,F,White,26,345977,35-44
Arizona,2014,M,White,71,351790,35-44
Arizona,2014,F,White,44,363201,45-54
Arizona,2014,M,White,69,359523,45-54
Arizona,2014,F,White,53,370453,55-64
Arizona,2014,M,White,56,336994,55-64
Arizona,2014,F,White,15,302609,65-74
Arizona,2014,M,White,19,271976,65-74
Arkansas,2002,M,White,11,144160,25-34
Arkansas,2002,F,White,16,159099,35-44
Arkansas,2002,M,White,23,161677,35-44
Arkansas,2003,M,White,12,156487,15-24
Arkansas,2003,M,White,13,144682,25-34
Arkansas,2003,F,White,11,157213,35-44
Arkansas,2003,M,White,13,159710,35-44
Arkansas,2003,F,White,10,156381,45-54
Arkansas,2003,M,White,14,153144,45-54
Arkansas,2004,M,White,18,156539,15-24
Arkansas,2004,M,White,19,145965,25-34
Arkansas,2004,F,White,21,155976,35-44
Arkansas,2004,M,White,17,158735,35-44
Arkansas,2004,F,White,13,157726,45-54
Arkansas,2004,M,White,10,155082,45-54
Arkansas,2005,M,White,17,156633,15-24
Arkansas,2005,M,White,15,147698,25-34
Arkansas,2005,F,White,14,155463,35-44
Arkansas,2005,M,White,22,158011,35-44
Arkansas,2005,F,White,13,160064,45-54
Arkansas,2005,M,White,16,157789,45-54
Arkansas,2006,M,White,26,156814,15-24
Arkansas,2006,M,White,22,149345,25-34
Arkansas,2006,F,White,13,155287,35-44
Arkansas,2006,M,White,22,158292,35-44
Arkansas,2006,F,White,12,163198,45-54
Arkansas,2006,M,White,14,160897,45-54
Arkansas,2007,M,White,18,158115,15-24
Arkansas,2007,F,White,11,144190,25-34
Arkansas,2007,M,White,20,149291,25-34
Arkansas,2007,F,White,15,154245,35-44
Arkansas,2007,M,White,18,156964,35-44
Arkansas,2007,F,White,24,165337,45-54
Arkansas,2007,M,White,19,162985,45-54
Arkansas,2008,M,White,27,158372,15-24
Arkansas,2008,F,White,18,144596,25-34
Arkansas,2008,M,White,31,150061,25-34
Arkansas,2008,F,White,27,151964,35-44
Arkansas,2008,M,White,22,155133,35-44
Arkansas,2008,F,White,23,167194,45-54
Arkansas,2008,M,White,20,164912,45-54
Arkansas,2009,M,White,25,158172,15-24
Arkansas,2009,F,White,16,145349,25-34
Arkansas,2009,M,White,28,150409,25-34
Arkansas,2009,F,White,20,149235,35-44
Arkansas,2009,M,White,23,152527,35-44
Arkansas,2009,F,White,30,168440,45-54
Arkansas,2009,M,White,30,166617,45-54
Arkansas,2010,F,White,10,152124,15-24
Arkansas,2010,M,White,14,159049,15-24
Arkansas,2010,F,White,21,145712,25-34
Arkansas,2010,M,White,31,150785,25-34
Arkansas,2010,F,White,21,147677,35-44
Arkansas,2010,M,White,24,151100,35-44
Arkansas,2010,F,White,18,168798,45-54
Arkansas,2010,M,White,15,167440,45-54
Arkansas,2010,F,White,11,154114,55-64
Arkansas,2010,M,White,10,145117,55-64
Arkansas,2011,M,White,18,158667,15-24
Arkansas,2011,F,White,13,147788,25-34
Arkansas,2011,M,White,31,152923,25-34
Arkansas,2011,F,White,15,146606,35-44
Arkansas,2011,M,White,29,149545,35-44
Arkansas,2011,F,White,19,166673,45-54
Arkansas,2011,M,White,21,165957,45-54
Arkansas,2012,M,White,19,159013,15-24
Arkansas,2012,F,White,13,148488,25-34
Arkansas,2012,M,White,21,153853,25-34
Arkansas,2012,F,White,18,146187,35-44
Arkansas,2012,M,White,20,148844,35-44
Arkansas,2012,F,White,24,163653,45-54
Arkansas,2012,M,White,14,163362,45-54
Arkansas,2012,F,White,15,158208,55-64
Arkansas,2013,M,White,15,159919,15-24
Arkansas,2013,F,White,13,148037,25-34
Arkansas,2013,M,White,23,153606,25-34
Arkansas,2013,F,White,12,146451,35-44
Arkansas,2013,M,White,17,148483,35-44
Arkansas,2013,F,White,19,161237,45-54
Arkansas,2013,M,White,15,160992,45-54
Arkansas,2013,F,White,18,158654,55-64
Arkansas,2014,M,White,10,159446,15-24
Arkansas,2014,M,White,21,153685,25-34
Arkansas,2014,F,White,22,145677,35-44
Arkansas,2014,M,White,26,148041,35-44
Arkansas,2014,F,White,26,158866,45-54
Arkansas,2014,M,White,22,158927,45-54
Arkansas,2014,F,White,12,159067,55-64
California,1999,F,White,12,1732123,15-24
California,1999,M,White,58,1916588,15-24
California,1999,F,White,37,1965474,25-34
California,1999,M,White,193,2154953,25-34
California,1999,F,Black or African American,10,209867,35-44
California,1999,F,White,117,2093980,35-44
California,1999,M,Black or African American,22,205060,35-44
California,1999,M,White,406,2193874,35-44
California,1999,F,Black or African American,19,146717,45-54
California,1999,F,White,80,1667026,45-54
California,1999,M,Black or African American,37,133945,45-54
California,1999,M,White,312,1656987,45-54
California,1999,F,White,20,1052587,55-64
California,1999,M,White,68,991258,55-64
California,1999,M,White,15,706395,65-74
California,2000,M,White,32,1965541,15-24
California,2000,F,White,39,1945176,25-34
California,2000,M,White,124,2124972,25-34
California,2000,F,White,79,2098866,35-44
California,2000,M,Black or African American,17,205925,35-44
California,2000,M,White,271,2199073,35-44
California,2000,F,White,60,1719397,45-54
California,2000,M,Black or African American,28,139682,45-54
California,2000,M,White,200,1708184,45-54
California,2000,F,White,23,1080712,55-64
California,2000,M,White,44,1017574,55-64
California,2000,M,White,12,702932,65-74
California,2001,M,White,20,2020678,15-24
California,2001,M,White,52,2109005,25-34
California,2001,F,White,51,2097468,35-44
California,2001,M,White,137,2204711,35-44
California,2001,F,White,41,1787132,45-54
California,2001,M,Black or African American,19,148472,45-54
California,2001,M,White,130,1779309,45-54
California,2001,F,White,11,1122757,55-64
California,2001,M,White,27,1060029,55-64
California,2002,F,White,16,1862459,15-24
California,2002,M,White,53,2051911,15-24
California,2002,F,White,43,1922931,25-34
California,2002,M,White,130,2090228,25-34
California,2002,F,Black or African American,15,209495,35-44
California,2002,F,White,135,2082342,35-44
California,2002,M,Black or African American,16,204782,35-44
California,2002,M,White,282,2190628,35-44
California,2002,F,Black or African American,18,165432,45-54
California,2002,F,White,144,1809223,45-54
California,2002,M,Black or African American,38,154178,45-54
California,2002,M,White,311,1803963,45-54
California,2002,F,White,49,1195189,55-64
California,2002,M,Black or African American,15,86407,55-64
California,2002,M,White,84,1133062,55-64
California,2002,F,White,15,824061,65-74
California,2002,M,White,18,705605,65-74
California,2003,F,White,12,1895632,15-24
California,2003,M,White,58,2069596,15-24
California,2003,F,White,47,1913818,25-34
California,2003,M,White,125,2068856,25-34
California,2003,F,Black or African American,10,207505,35-44
California,2003,F,White,103,2069232,35-44
California,2003,M,Black or African American,18,202716,35-44
California,2003,M,White,268,2175154,35-44
California,2003,F,Black or African American,17,170499,45-54
California,2003,F,White,144,1843149,45-54
California,2003,M,Black or African American,27,159891,45-54
California,2003,M,White,317,1842691,45-54
California,2003,F,White,46,1253212,55-64
California,2003,M,Black or African American,10,90554,55-64
California,2003,M,White,83,1189316,55-64
California,2003,F,White,23,826345,65-74
California,2003,M,White,18,712044,65-74
California,2004,F,White,27,1922567,15-24
California,2004,M,White,66,2100845,15-24
California,2004,F,White,44,1902660,25-34
California,2004,M,White,138,2051269,25-34
California,2004,F,Black or African American,14,205138,35-44
California,2004,F,White,130,2055527,35-44
California,2004,M,White,233,2161986,35-44
California,2004,F,Black or African American,17,174658,45-54
California,2004,F,White,158,1870055,45-54
California,2004,M,Black or African American,26,165036,45-54
California,2004,M,White,287,1875158,45-54
California,2004,F,White,61,1305207,55-64
California,2004,M,Black or African American,15,94802,55-64
California,2004,M,White,97,1239186,55-64
California,2004,F,White,12,829029,65-74
California,2004,M,White,16,717218,65-74
California,2005,F,White,16,1943920,15-24
California,2005,M,White,69,2130090,15-24
California,2005,F,White,58,1882182,25-34
California,2005,M,White,131,2024922,25-34
California,2005,F,White,116,2036157,35-44
California,2005,M,Black or African American,11,198133,35-44
California,2005,M,White,180,2140468,35-44
California,2005,F,Black or African American,14,179267,45-54
California,2005,F,White,150,1896565,45-54
California,2005,M,Black or African American,40,170603,45-54
California,2005,M,White,274,1910049,45-54
California,2005,F,White,70,1355258,55-64
California,2005,M,Black or African American,14,99591,55-64
California,2005,M,White,96,1290597,55-64
California,2005,F,White,25,832375,65-74
California,2005,M,White,17,721529,65-74
California,2005,F,White,11,663630,75-84
California,2006,F,White,18,1960360,15-24
California,2006,M,White,80,2146681,15-24
California,2006,F,White,48,1874097,25-34
California,2006,M,White,128,2011318,25-34
California,2006,F,White,90,2008470,35-44
California,2006,M,White,228,2111103,35-44
California,2006,F,White,186,1918940,45-54
California,2006,M,Black or African American,23,175589,45-54
California,2006,M,White,336,1936641,45-54
California,2006,F,Black or African American,11,118615,55-64
California,2006,F,White,89,1401831,55-64
California,2006,M,Black or African American,12,104214,55-64
California,2006,M,White,119,1336968,55-64
California,2006,F,White,22,835998,65-74
California,2006,M,White,20,725366,65-74
California,2006,F,White,11,652759,75-84
California,2007,F,White,23,1977777,15-24
California,2007,M,White,98,2164916,15-24
California,2007,F,White,51,1871667,25-34
California,2007,M,White,150,2007931,25-34
California,2007,F,White,111,1969667,35-44
California,2007,M,Black or African American,10,190752,35-44
California,2007,M,White,229,2067884,35-44
California,2007,F,Black or African American,13,187191,45-54
California,2007,F,White,214,1937897,45-54
California,2007,M,Black or African American,28,180696,45-54
California,2007,M,White,339,1960667,45-54
California,2007,F,White,91,1446790,55-64
California,2007,M,White,145,1380945,55-64
California,2007,F,White,14,855091,65-74
California,2007,M,White,15,742855,65-74
California,2007,F,White,15,644075,75-84
California,2008,F,White,26,1993228,15-24
California,2008,M,White,129,2175852,15-24
California,2008,F,White,46,1883949,25-34
California,2008,M,White,176,2023874,25-34
California,2008,F,White,114,1936503,35-44
California,2008,M,White,237,2030814,35-44
California,2008,F,Black or African American,16,190478,45-54
California,2008,F,White,218,1954754,45-54
California,2008,M,Black or African American,17,185251,45-54
California,2008,M,White,333,1979457,45-54
California,2008,F,Black or African American,12,127001,55-64
California,2008,F,White,115,1488134,55-64
California,2008,M,Black or African American,11,113095,55-64
California,2008,M,White,171,1423392,55-64
California,2008,F,White,25,891403,65-74
California,2008,M,White,34,776457,65-74
California,2009,F,White,31,2006647,15-24
California,2009,M,White,114,2184662,15-24
California,2009,F,White,51,1900638,25-34
California,2009,M,White,213,2042507,25-34
California,2009,F,White,111,1902063,35-44
California,2009,M,American Indian or Alaska Native,12,51209,35-44
California,2009,M,White,260,1992061,35-44
California,2009,F,Black or African American,27,193646,45-54
California,2009,F,White,237,1968336,45-54
California,2009,M,Black or African American,20,188973,45-54
California,2009,M,White,360,1995942,45-54
California,2009,F,Black or African American,15,132227,55-64
California,2009,F,White,140,1543372,55-64
California,2009,M,Black or African American,23,118746,55-64
California,2009,M,White,195,1476450,55-64
California,2009,F,White,30,923342,65-74
California,2009,M,White,31,807698,65-74
California,2009,F,White,12,628138,75-84
California,2010,F,White,32,2014413,15-24
California,2010,M,White,144,2185736,15-24
California,2010,F,White,70,1914280,25-34
California,2010,M,White,213,2055437,25-34
California,2010,F,White,110,1883798,35-44
California,2010,M,White,213,1969832,35-44
California,2010,F,Black or African American,19,195781,45-54
California,2010,F,White,217,1973661,45-54
California,2010,M,Black or African American,23,191507,45-54
California,2010,M,White,293,2002164,45-54
California,2010,F,Black or African American,14,137586,55-64
California,2010,F,White,142,1587133,55-64
California,2010,M,Black or African American,24,124599,55-64
California,2010,M,White,193,1521593,55-64
California,2010,F,White,39,945454,65-74
California,2010,M,White,32,829802,65-74
California,2010,M,White,12,470107,75-84
California,2011,F,White,39,2029782,15-24
California,2011,M,White,144,2196759,15-24
California,2011,F,White,48,1936825,25-34
California,2011,M,Asian or Pacific Islander,15,415205,25-34
California,2011,M,Black or African American,13,197223,25-34
California,2011,M,White,239,2098217,25-34
California,2011,F,White,118,1869556,35-44
California,2011,M,White,202,1955576,35-44
California,2011,F,Black or African American,14,195815,45-54
California,2011,F,White,193,1962472,45-54
California,2011,M,Black or African American,21,191286,45-54
California,2011,M,White,343,1999986,45-54
California,2011,F,Black or African American,20,145194,55-64
California,2011,F,White,136,1650436,55-64
California,2011,M,Black or African American,24,131864,55-64
California,2011,M,White,191,1583896,55-64
California,2011,F,White,31,983342,65-74
California,2011,M,White,24,867338,65-74
California,2012,F,White,33,2036268,15-24
California,2012,M,White,118,2190762,15-24
California,2012,F,White,68,1947837,25-34
California,2012,M,White,225,2118878,25-34
California,2012,F,Black or African American,10,178162,35-44
California,2012,F,White,72,1858488,35-44
California,2012,M,White,181,1944905,35-44
California,2012,F,Black or African American,15,194773,45-54
California,2012,F,White,189,1946465,45-54
California,2012,M,American Indian or Alaska Native,10,47739,45-54
California,2012,M,Black or African American,10,189882,45-54
California,2012,M,White,237,1987791,45-54
California,2012,F,Black or African American,12,150320,55-64
California,2012,F,White,120,1672362,55-64
California,2012,M,Black or African American,23,136603,55-64
California,2012,M,White,198,1606497,55-64
California,2012,F,White,42,1048311,65-74
California,2012,M,White,40,930715,65-74
California,2012,M,White,11,481320,75-84
California,2013,F,White,38,2023813,15-24
California,2013,M,White,121,2170269,15-24
California,2013,F,White,63,1974579,25-34
California,2013,M,White,273,2154943,25-34
California,2013,F,Black or African American,12,177377,35-44
California,2013,F,White,92,1848669,35-44
California,2013,M,White,211,1934166,35-44
California,2013,F,Black or African American,25,192505,45-54
California,2013,F,White,176,1930273,45-54
California,2013,M,Black or African American,21,187068,45-54
California,2013,M,White,267,1976801,45-54
California,2013,F,Black or African American,13,154517,55-64
California,2013,F,White,158,1701920,55-64
California,2013,M,Black or African American,26,141134,55-64
California,2013,M,White,234,1638949,55-64
California,2013,F,White,50,1105994,65-74
California,2013,M,White,50,985141,65-74
California,2014,F,White,34,2016164,15-24
California,2014,M,Asian or Pacific Islander,10,401084,15-24
California,2014,M,White,122,2146761,15-24
California,2014,F,White,69,2016337,25-34
California,2014,M,Black or African American,10,216576,25-34
California,2014,M,White,270,2181124,25-34
California,2014,F,White,92,1852335,35-44
California,2014,M,Asian or Pacific Islander,11,434330,35-44
California,2014,M,White,191,1930876,35-44
California,2014,F,Black or African American,12,191029,45-54
California,2014,F,White,174,1934157,45-54
California,2014,M,Black or African American,29,185868,45-54
California,2014,M,White,271,1979677,45-54
California,2014,F,Black or African American,15,159258,55-64
California,2014,F,White,183,1738846,55-64
California,2014,M,Black or African American,33,145836,55-64
California,2014,M,White,240,1677503,55-64
California,2014,F,White,61,1159555,65-74
California,2014,M,White,63,1032121,65-74
California,2014,M,White,12,499306,75-84
Colorado,1999,M,White,19,309941,25-34
Colorado,1999,F,White,17,336632,35-44
Colorado,1999,M,White,43,343554,35-44
Colorado,1999,F,White,14,276456,45-54
Colorado,1999,M,White,26,279042,45-54
Colorado,2000,M,White,25,314551,25-34
Colorado,2000,F,White,20,334770,35-44
Colorado,2000,M,White,42,341515,35-44
Colorado,2000,F,White,15,285125,45-54
Colorado,2000,M,White,24,288442,45-54
Colorado,2001,M,White,13,304613,15-24
Colorado,2001,M,White,24,319422,25-34
Colorado,2001,F,White,16,333594,35-44
Colorado,2001,M,White,56,341529,35-44
Colorado,2001,F,White,17,301290,45-54
Colorado,2001,M,White,30,303831,45-54
Colorado,2002,M,White,24,320538,25-34
Colorado,2002,F,White,30,328304,35-44
Colorado,2002,M,White,40,335910,35-44
Colorado,2002,F,White,24,306507,45-54
Colorado,2002,M,White,37,308384,45-54
Colorado,2003,M,White,14,310738,15-24
Colorado,2003,F,White,14,288686,25-34
Colorado,2003,M,White,31,315046,25-34
Colorado,2003,F,White,22,322136,35-44
Colorado,2003,M,White,38,328423,35-44
Colorado,2003,F,White,14,313155,45-54
Colorado,2003,M,White,40,313503,45-54
Colorado,2003,M,White,15,192377,55-64
Colorado,2004,M,White,17,312070,15-24
Colorado,2004,M,White,20,315046,25-34
Colorado,2004,F,White,25,317181,35-44
Colorado,2004,M,White,43,325225,35-44
Colorado,2004,F,White,21,318121,45-54
Colorado,2004,M,White,44,317828,45-54
Colorado,2004,M,White,10,203584,55-64
Colorado,2005,M,White,22,312852,15-24
Colorado,2005,F,White,10,286560,25-34
Colorado,2005,M,White,34,309529,25-34
Colorado,2005,F,White,18,315433,35-44
Colorado,2005,M,White,54,322917,35-44
Colorado,2005,F,White,37,324659,45-54
Colorado,2005,M,White,53,323788,45-54
Colorado,2005,M,White,16,216058,55-64
Colorado,2006,M,White,23,315124,15-24
Colorado,2006,F,White,27,289441,25-34
Colorado,2006,M,White,40,310652,25-34
Colorado,2006,F,White,26,313505,35-44
Colorado,2006,M,White,51,324474,35-44
Colorado,2006,F,White,38,331270,45-54
Colorado,2006,M,White,57,328839,45-54
Colorado,2006,F,White,13,233929,55-64
Colorado,2006,M,White,16,229198,55-64
Colorado,2007,M,White,24,314906,15-24
Colorado,2007,F,White,21,295571,25-34
Colorado,2007,M,White,34,314292,25-34
Colorado,2007,F,White,36,311945,35-44
Colorado,2007,M,White,49,323782,35-44
Colorado,2007,F,White,52,336239,45-54
Colorado,2007,M,White,51,333102,45-54
Colorado,2007,F,White,23,247359,55-64
Colorado,2007,M,White,26,242038,55-64
Colorado,2008,M,White,26,315740,15-24
Colorado,2008,F,White,19,302332,25-34
Colorado,2008,M,White,41,321436,25-34
Colorado,2008,F,White,28,309044,35-44
Colorado,2008,M,White,43,322022,35-44
Colorado,2008,F,White,39,339312,45-54
Colorado,2008,M,White,60,335585,45-54
Colorado,2008,F,White,20,259686,55-64
Colorado,2008,M,White,27,253316,55-64
Colorado,2009,M,White,39,315276,15-24
Colorado,2009,F,White,22,309011,25-34
Colorado,2009,M,White,63,327119,25-34
Colorado,2009,F,White,31,305962,35-44
Colorado,2009,M,White,42,320137,35-44
Colorado,2009,F,White,41,340963,45-54
Colorado,2009,M,White,51,337041,45-54
Colorado,2009,F,White,24,272555,55-64
Colorado,2009,M,White,28,265212,55-64
Colorado,2010,M,White,26,314654,15-24
Colorado,2010,F,White,25,313018,25-34
Colorado,2010,M,White,36,331960,25-34
Colorado,2010,F,White,27,304324,35-44
Colorado,2010,M,White,36,319732,35-44
Colorado,2010,F,White,41,340367,45-54
Colorado,2010,M,White,45,336222,45-54
Colorado,2010,F,White,13,282054,55-64
Colorado,2010,M,White,22,274016,55-64
Colorado,2011,F,White,12,294337,15-24
